"id","zip","po_name","state","sumblkpop","pop2007","pop07_sqmi","sqmi","oid","geom","st_astext"
89743,"98053","Redmond","WA",11210,17364,"613.6","28.3",29454,"0106000020E610000001000000010300000001000000740000000F93C449457D5EC0B9308DB60DCF4740A25D8D158A7D5EC0EA68A540F4CC4740D0918457AE7D5EC0288997F9D5CC47407AA9788CF27D5EC08711EF5339CD47405EBE9E88287E5EC04284FEF719CD4740C0F4B3C16C7E5EC039CD3F5AF2CC4740285D6B4A077F5EC01A48C46AF2CC4740FC7632287D7F5EC0420590E0F2CC47401CC91DBDA87F5EC0B857627D03CD4740E1ABC1FACD7F5EC0C3867A490FCD47405D850EFF5A805EC0400239C51DCD4740CDC4F18E70805EC0D45520971CCD47400A8DF3EF88805EC07708A34604CD4740449B2AE692805EC0DE3B2EFCFDCC4740B25350A0C1805EC09B65B1EF17CD474062E051DFC0805EC0B99BF2F7A6CD47408A30A85F93805EC0CE9250DA8ECD474003A104EC87805EC062E6B562F1CD4740C10FD3FC4D805EC0101A93FF03CE4740D85CFE654D805EC04C9B2B8107CE47408C75F37C3F805EC0204D363108CE47402E3EF4CBB57F5EC08A9E893507CE474010F9CCD2877F5EC024DE5F0B07CE47407ABD42874E7F5EC09E9F531C07CE47405FEBBBF44B7F5EC08E9BAC3D5DCF47407648F20E29805EC030BC4BEC4DD04740AC3A01C232805EC009FE4799F1D04740E92BE38E8C805EC01208FFEBF7D04740A2FC020588805EC0145F351DC9D147406A9E6950A6805EC009DD249CDED1474048503D05F9805EC0DC6EC675C4D147405BE225CF4B815EC0CECEEDA5D4D14740F2AB04234B815EC0A2E19E1EF7D14740E84E549F55815EC0DA976706D4D1474045F9362575815EC0F4775DD1E7D14740C6EEEA4734825EC0B44F9EA3E2D1474054E6565C71825EC0B78F705018D24740448B7AC806835EC0D2D41993E2D14740490408410E835EC0EA594A34F4D147403A18CEEE1E835EC0CE3EF815F9D1474002D566923B835EC0ECF8212236D2474090A0DAFA93835EC0BEED0A4C53D24740C8381A6F9D835EC0A3E3BD5C70D2474088E95A389E835EC010FE3F7380D24740BA393BE290835EC0503BC29D0BD3474038A6136D00845EC0383D00F1B9D347401EAFE96E9E845EC0907844C896D3474002F71D7C0C855EC07C22E1A4A2D34740B89F47FE0B855EC038220D74EDD34740B2DDEEF90B855EC0F3F5C2E0EFD3474084FECFCF0D855EC0576A8B88F0D34740C30883C492855EC0C53115EA21D447404A45EFA78D855EC05C61D1845FD44740D284B2A65D855EC0601B1AA6D1D4474098FF99B60D855EC0A2FA4C2310D547407A1481D711855EC03D832D603AD54740924BB0EA1E855EC0C704631745D54740D8DB363D45855EC0DA60A34620D647401FAC100A2D855EC03199900228D64740F6B8E0E32F855EC0FFA2BE7267D647402268BBD782855EC0B24F298881D64740C7C784ADBD855EC07CF425CAA6D64740A6C0438BC1855EC0DE9D9C8EE4D64740B5AF951D54855EC02ED49D74E8D6474006E4F6F752855EC00106023066D74740809BFB3E8E855EC000C9045569D747406C9A31588E855EC0841760DFC1D747409CA1C8BF24855EC0AE19F4ACC1D747402B2253DA1B855EC0E38EB20A0DD847405C1EC39A91855EC058422B703FD847404577891760855EC0854C8CB262D847408EB5CD4867855EC0A6B4739D80D84740C894B577B7855EC00879DDDE8AD847400FE168E1CF855EC028EDD155D6D84740B509A43786855EC0DFCB6004E3D84740784DAF629B855EC0A6799500FDD847406AF4C1BB5C855EC06959A3471BD947407C7F94205C855EC0325A4EAF77D94740FECBD06C3B855EC030BBF47799D9474022B2FD1B09855EC081A154C493D94740D223CD020A855EC02EF2431CECD947408AE2AF6C91855EC080830A2CF2D947406F5E2A6893855EC0DE17F15B1FDA4740FC2C385A2B855EC06C7C10C5ABDA4740CE0A7E247B845EC0F7BAE94B36DA4740A4B3113F55845EC0FD963CCBD8DA47401806662502845EC0A10F19BB98DA4740439B469EB2835EC06C440B8D99DA4740D89E8CD6A7835EC08CBEDC0FCCDB4740D70D72868D825EC0635BA279AADB4740FD13080C76825EC03AA0778BBFDB4740D0107E5374825EC09E49EE4FFDDB474009D98347C5815EC0BCEBFD43DFDB47400A69B8B2D2815EC09228849734DC4740E568918862815EC05331336F62DC47402B82F70511815EC0461543A320DC47401FEAAB5302815EC05302371C08DB4740505C5604E3805EC02EA2D1571FDB4740C316283DD3805EC08CACF277B7DA4740CACD294965805EC049AF7562D7DA4740B4D82D1361805EC0D283A3CEC0DA474032833B5629805EC008467DD503DA474090BDA43FA57E5EC0D12AF44735D647408016F978CC7D5EC08FE4BF3F8AD44740A2AB8EA38E7D5EC0D0B955EB52D3474095990ADC647D5EC0DCF47A438CD3474054FA2B55F87C5EC05CCBFEE89CD3474057BBCD49287D5EC0F9F6C755D6D24740DC7DC23CD67C5EC0FE9E26DF33D247400899E856CF7C5EC046D11EA9DBD147405C1E20910B7D5EC0808A3EAC8DD1474038CD1E74257D5EC066CD0C66A2D0474004438980267E5EC05B495B5DA2D0474001DCF5A5287E5EC08656174ED3CF47401EA5C6C7D27D5EC0C63F3819C6CF47400F93C449457D5EC0B9308DB60DCF4740","MULTIPOLYGON(((-121.957354013412 47.6176059903532,-121.96155299001 47.601203995482,-121.963765983069 47.6002799978181,-121.967928998789 47.6033120076491,-121.971223979018 47.6023550026662,-121.975387979258 47.6011460124523,-121.984819989059 47.6011479814917,-121.992013978273 47.6011620238519,-121.994673995101 47.6016689996899,-121.996946992047 47.6020290230058,-122.005553974324 47.6024710205425,-122.006870018103 47.6024350078475,-122.008357990115 47.601692990881,-122.008966008766 47.6015010095359,-122.011818006939 47.6022929779239,-122.011771993597 47.6066579756366,-122.008994974373 47.6059220212388,-122.008296017189 47.6089290035423,-122.00475998508 47.6094970196028,-122.004724024201 47.6096040213511,-122.003875005487 47.6096250071662,-121.995470989722 47.6095950052232,-121.992665004891 47.609589978991,-121.989167990852 47.6095919998472,-121.989010985866 47.620032986909,-122.00250600491 47.6273780221749,-122.003098012162 47.6323730088735,-122.008578988883 47.6325659747382,-122.008301976125 47.6389500151255,-122.010151007789 47.6396060161588,-122.015199003102 47.638807985202,-122.020252024647 47.6393020068332,-122.02021098572 47.6403539920605,-122.020850975353 47.6392829900576,-122.022774985967 47.6398870188131,-122.034440974642 47.6397289774899,-122.038168988097 47.6413670110336,-122.047289008781 47.6397270084505,-122.047744996861 47.640265022568,-122.04876299025 47.6404139959464,-122.050510979101 47.6422770181542,-122.055906976226 47.6431670239794,-122.056484008414 47.6440540244287,-122.056531990797 47.6445449888671,-122.055718000257 47.648791999664,-122.062526005925 47.6541119815033,-122.072169998366 47.6530390104609,-122.078887013686 47.6534010028163,-122.078857011743 47.6556840004091,-122.078855975406 47.6557579948384,-122.078968003387 47.6557779961337,-122.087082984889 47.6572849849213,-122.086770995772 47.6591650030484,-122.083841013274 47.6626479747272,-122.078961992635 47.6645549894213,-122.079213977866 47.6658439848165,-122.080012008823 47.6661710008134,-122.082351020406 47.6728599832292,-122.080873981744 47.6730960088775,-122.08104798265 47.675031989178,-122.086111004843 47.6758279992786,-122.089702014607 47.6769650159194,-122.089937988438 47.6788500084619,-122.08325900667 47.6789689798974,-122.083189002136 47.6828060159569,-122.086807008467 47.682901980721,-122.086813019219 47.685604020996,-122.080367990426 47.685598010244,-122.079825001893 47.6878980037561,-122.087011995836 47.6894359790064,-122.083989986652 47.6905120072416,-122.084428978813 47.6914250197381,-122.089322974515 47.6917379933748,-122.0908130192 47.694040992263,-122.086316976732 47.6944280121459,-122.087608977503 47.6952210168704,-122.083784999284 47.6961450145344,-122.083748002069 47.6989649899082,-122.081752017883 47.6999959893204,-122.078680989981 47.6998219884144,-122.078736019451 47.7025180179374,-122.087001010668 47.7027030040108,-122.08712200296 47.704082005235,-122.080771021709 47.7083669977663,-122.070016024674 47.7047819987546,-122.067703025138 47.7097410245751,-122.062630986817 47.7077859756821,-122.057776993705 47.7078110032097,-122.057119023633 47.7171649768689,-122.039888011342 47.7161399882086,-122.038455016984 47.7167829832183,-122.038349984275 47.7186679757608,-122.027665976293 47.7177510251854,-122.028484993065 47.7203549762063,-122.021639005663 47.7217539787258,-122.016664020259 47.7197460248522,-122.015767019162 47.7111850041007,-122.013856014573 47.7118940137483,-122.012892998838 47.7087240157062,-122.00618199427 47.7096980166085,-122.005924982807 47.7090090082562,-122.002523000829 47.7032420026481,-121.978835974578 47.6735010091994,-121.965605014086 47.6604690253235,-121.961830987288 47.6509679955085,-121.959280977584 47.652718005216,-121.952657025287 47.6532260173906,-121.955584002409 47.6471659876242,-121.950576009687 47.6422079981403,-121.950154997965 47.6395160103298,-121.953830987325 47.6371360116364,-121.955410986023 47.6299560129653,-121.971099981351 47.6299549766288,-121.97123097429 47.6236360181766,-121.965990013112 47.623232986894,-121.957354013412 47.6176059903532)))"
89744,"98055","Renton","WA",18396,20507,"4005.3","5.12",29455,"0106000020E61000000100000001030000000100000055000000D4B60EB08F8B5EC09C00B4D11CBD4740C8D0C16F7C8B5EC00C938F1611BD4740D062E1347D8B5EC0BA01C9060BBD47402CF0B1FF568B5EC0B80D58DCD4BC4740B4A6171D3B8B5EC0F7DDA8FBACBC47409895B4C8048B5EC0C492BF7894BC47400819AA1C5A8B5EC0DCAA3CC556BC47403035BAAE988B5EC0E68DF30E63BC4740068DF51F998B5EC0F74EEB482DBC47404FCB3951A08B5EC0B7FF2B122EBC4740BC3F8C22C18B5EC0E4C3D908FCBB474061731E71E58B5EC06C6E329AB2BB474000754D4BE58B5EC002561CAB21BB4740B7D20B36E78B5EC0C567521E6BBA474080BB9C85E88B5EC09159E8BFEBB94740258E880BEB8B5EC0501CE8DEFCB847404EDE1D67EF8B5EC0C40A925512B74740ECD7BF230E8C5EC05A002A7AC4B6474088AA2180F08B5EC01832FC2B9EB64740B8240BE99B8C5EC0606DAA669EB64740C4ED84499B8C5EC040FC0C0B28B64740D58B3BC4E98C5EC06421167C29B64740C85496DAFC8C5EC0C05D8E9D29B64740A1F59844BD8D5EC0D203935A27B64740BBD3ED87BB8D5EC0203C35C840B6474026A9A746CC8D5EC00AC8095647B64740D1B2ED67CD8D5EC0D652C9AE5FB647407E1ED03CF28D5EC0E3B7452B68B64740BED6C259F48D5EC09D8BFB976AB64740D8F3B483F48D5EC0E353484771B64740086D36BEF68D5EC0884CFCF811B74740BAB5A3EF198E5EC07424320918B747405C178F1AF68D5EC060B9B8743EB84740DE286F13EE8D5EC010B865AB77B847400CED5BE5ED8D5EC034DD6E1C79B847402E3BC70BCD8D5EC04882B9B27EB947408968DB85CA8D5EC088D88DD2C0B947408A773F2DCD8D5EC07E9F87B800BA4740507F4368E78D5EC0522462DFC0BA4740BE3AC03DEB8D5EC056532F5DDEBA4740C8CF75F9F28D5EC0E26237D312BB47400EF0F1DBF48D5EC01DE0405CE5BB4740CA620180D58D5EC06A07DE9AE6BB4740FA9C671D728D5EC0A0D48C50FBBB4740B2A54DF04D8D5EC09EC030060EBC47403D4CE3A44D8D5EC0FA71AB3A1DBC47402AD4B57A6B8D5EC0303DB9681CBC474018A3B2546C8D5EC0C87BD9AA5CBC4740664E77724D8D5EC078D276395FBC4740CAEBE0AA5D8D5EC068ABE09388BC474060E1B7AA418D5EC0BEDED5ACA5BC4740D29653E1258D5EC0C68630A3CABC4740F69E8972138D5EC0B2CCCF9BDFBC47403487B5CE148D5EC054E07A5D85BC47405E581BEE238D5EC0F8CFFAE769BC4740B32EABD1398D5EC0542C5E2921BC47408ADE1576358D5EC09699E5AE25BC474098185156298D5EC0A4E6C5C936BC47405FCB7C791D8D5EC09A7319F04EBC474099497F041A8D5EC04C3D180A4BBC4740D60F63A3C98C5EC0884C059414BC47401F31D4F4BC8C5EC0C072D8EB15BC4740029EEA48BC8C5EC04220BB0017BC47402D46AFD7BB8C5EC06059D56D17BC4740B637B023B98C5EC0DA1AC97E17BC4740076C11FEB78C5EC0BDE1AE1117BC4740A89CCE7AA38C5EC08F11F48E1BBC4740C857AE1AA08C5EC069A0899B1ABC47409CFA54239E8C5EC0365741A017BC4740F2F00E029D8C5EC0D6B09FAD12BC47402CB992AC518C5EC06CCF561938BC4740FCD6DD8B4C8C5EC078D0D5B149BC4740FC3343C1538C5EC0B083477E51BC474016ED37075D8C5EC0C4EAAFD05DBC4740080B6B35968C5EC0C5A3C4A7ACBC4740E8459CCBD48C5EC09A09EC8B11BD474014E292A9D88C5EC076D5FC2971BD47402D4D8661DD8C5EC0B833200873BD474013525E3ECB8C5EC075FE9DBA80BD4740A6D76D3CF58B5EC046BCB989E7BC474083F98ECFD68B5EC0DBF704FAEEBC4740CF97CE2CEC8B5EC0E1499269FCBC4740B62CDB74E78B5EC06C39310916BD474060E3E905D88B5EC00CF78CFA07BD4740D4B60EB08F8B5EC09C00B4D11CBD4740","MULTIPOLYGON(((-122.180645002717 47.4774419907492,-122.179470004342 47.4770839882895,-122.179517002204 47.4768990022162,-122.177184985893 47.4752459936093,-122.175483010384 47.474029023604,-122.172166992523 47.4732809958855,-122.177374998199 47.4713980241993,-122.181194002002 47.4717730225782,-122.181220998569 47.4701319836585,-122.18165999073 47.4701559748495,-122.183663022005 47.4686289847666,-122.18587902044 47.4663880106208,-122.185870004312 47.4619649780616,-122.185987006708 47.456393995511,-122.186067011889 47.45250700803,-122.1862210115 47.4452170022347,-122.186486987274 47.430247017202,-122.188363015506 47.4278710084042,-122.186553986432 47.426702020781,-122.197016011126 47.4267090160527,-122.196977977575 47.423097020474,-122.201767976904 47.4231410129603,-122.202932974632 47.423145002856,-122.214676999449 47.4230759828421,-122.214570982221 47.4238519916473,-122.215593017322 47.4240520046006,-122.215661985519 47.4247950060869,-122.217910006753 47.4250539865896,-122.218038978836 47.4251279810189,-122.218048979484 47.4253319838679,-122.218184998656 47.4302359802178,-122.220333013413 47.430421018108,-122.218145980585 47.4394060041402,-122.217656000666 47.441152023952,-122.217645015499 47.4411960164383,-122.215640015184 47.4491790204816,-122.215486015573 47.4511969750029,-122.215647994976 47.4531469976637,-122.217248979488 47.4590110043724,-122.21748298428 47.4599110108453,-122.217954983759 47.4615119953576,-122.218070017116 47.4679370228552,-122.21615600715 47.4679750045896,-122.210090018449 47.4686070144319,-122.207881999805 47.4691779840516,-122.207864019366 47.4696420037398,-122.209685018127 47.4696169762123,-122.209736990404 47.4715779840404,-122.207851997862 47.4716560201823,-122.208842010164 47.4729180190105,-122.207132987567 47.4738060039794,-122.20543702281 47.4749340044923,-122.204311975856 47.475573994126,-122.204394986414 47.4728199815733,-122.205317999558 47.4719819998426,-122.206653992815 47.4697620115118,-122.206388017041 47.4698999997228,-122.205648020931 47.4704220024408,-122.204923984403 47.4711589931751,-122.204712986283 47.4710400217396,-122.199807020893 47.4693779970049,-122.199032981127 47.4694189841152,-122.198991994017 47.4694519914342,-122.19896499745 47.4694649974579,-122.198800012672 47.4694670183141,-122.198730008138 47.4694540122905,-122.197478009958 47.4695910159818,-122.197271986253 47.4695619985585,-122.197151978481 47.4694710082098,-122.197083010283 47.4693200139751,-122.192484992299 47.4704620050314,-122.192172018662 47.4709989828124,-122.192611995342 47.4712369775001,-122.193177990547 47.4716130122156,-122.196668009314 47.4740190229564,-122.200487997637 47.4770979788329,-122.200724023285 47.4800159916439,-122.201012021211 47.4800729901539,-122.199905006514 47.4804909964995,-122.186843020695 47.4758159787093,-122.184986009239 47.4760429882296,-122.186289979697 47.4764530147838,-122.186001981771 47.4772349825242,-122.185060003668 47.4768059910112,-122.180645002717 47.4774419907492)))"
89745,"98056","Renton","WA",27055,30535,"4012.5","7.61",29456,"0106000020E6100000010000000103000000010000004600000060E3E905D88B5EC00CF78CFA07BD4740B62CDB74E78B5EC06C39310916BD4740E45845992A8C5EC054FAB3B359BD47401F73C8F6938C5EC02C2D4CB9FABD47402E75FE9E758C5EC0542E2AF33ABE47401A1F5CA04F8C5EC0BB21DF68C6BE474094B94E2C458C5EC0FADD51F414BF4740249E54E1968C5EC0EA6E984831C047401AE43E289A8C5EC0B17BD28557C047404A279A11C18C5EC08D1EC4DC43C04740EF478725C88C5EC088523EAF5DC04740D8BA0842078D5EC09BDBAE6779C04740BAC08BBB088D5EC0AC8354AC8CC0474045AE4B74EB8C5EC0E4E3CDC3B5C0474010FEAE791C8D5EC0D2DAB08BBDC14740985C243F378D5EC03FFCCBCCCDC14740242502B1888D5EC0460E83FC6CC247402E43D6724A8D5EC03E3757F5F1C24740A913EF4F1B8D5EC065EC516396C34740A8EE8E52268D5EC0ECDC5D40A2C3474069C42F191C8D5EC05E990E60C9C347406DCA5B062A8D5EC0B2219DB5DAC347403E5E5F8CF38C5EC042A97C1057C44740C4A9B1608D8C5EC00F22FF5CFBC4474070432CED9B8C5EC08A8829B1C0C547405A002F29938C5EC052365EADDAC54740061ED194818C5EC05A6EAE33DBC54740B240A9027C8C5EC012E79E76DBC54740D495EBB27C8C5EC08C88A76724C64740F0B1F364378C5EC08A32DAE00CC64740AE926D6D378C5EC0DC1B9148DCC54740D894013B378C5EC0B7CD689067C54740EA7F5115E18B5EC055DB651B63C5474014A2D002988B5EC04CC0A99944C54740E0F08CFEED8A5EC0133438D636C54740D18D71B2B88A5EC0F0C87B19E0C44740E821C71F9B8A5EC0586F685AD3C44740DE37394C6D8A5EC081CCC5E40DC44740507FA9F9638A5EC0E12E5513D3C347407E659FAD838A5EC0AD64FD7893C347405B87C040658A5EC02038E34719C347407BC3AF7F9E8A5EC0CADB4C9EECC247402CD18182A88A5EC0B17F3FD786C24740606B2227858A5EC09CE0D14C68C24740617A86CE878A5EC08A81B8B81BC2474055B10C6E888A5EC0BCD68F89E8C14740400A12C6888A5EC0705DB029C8C1474079D615DF898A5EC0CEA2AFE6E3C04740642F1B378A8A5EC010831A417EC047401CF46CFC898A5EC0D9D4A01761C047402F40A27A878A5EC0A81F5B5BCEBF4740A0231544878A5EC078BCD576BEBF47403939551A868A5EC0DF19B85087BF4740612C8540838A5EC0D2DE1442EABE4740D20FF809838A5EC0D85C9A5DDCBE474053AE7677818A5EC0BA07A612F2BD4740125FB740828A5EC0A856CCA622BD4740A5F13BF9828A5EC0C87AA1CD00BD4740CE35C4C8598A5EC08C200955F7BC47407E4396CB638A5EC0ACC3CEDC98BC474073D06B3B188A5EC0CA0B4DF19BBC474035C636FDF6895EC0C8B8D68559BC474096AE4AA8368A5EC042BCBD1C20BC4740FEF9EF758B8A5EC08869174F5ABC4740F6DEB1AAD08A5EC0121E5A9B8CBC4740CC7820F9D98A5EC0260DE77518BD4740CCB91A7D768B5EC0FEB5B96B24BD4740C8D0C16F7C8B5EC00C938F1611BD4740D4B60EB08F8B5EC09C00B4D11CBD474060E3E905D88B5EC00CF78CFA07BD4740","MULTIPOLYGON(((-122.185060003668 47.4768059910112,-122.186001981771 47.4772349825242,-122.19010001919 47.4792999867247,-122.196531005623 47.4842139837222,-122.194679020399 47.4861740070307,-122.192360010111 47.4904299821387,-122.191721989517 47.4928269767515,-122.196708996424 47.5015040153792,-122.196909009377 47.5026709821462,-122.199283981839 47.5020709951033,-122.199715978728 47.5028590254124,-122.20356798985 47.5037049869345,-122.203657995679 47.5042930042904,-122.201870988757 47.5055470233272,-122.204862995997 47.5135969747113,-122.206496987829 47.5140930171988,-122.211467983336 47.5189510002061,-122.207668980828 47.5230089832171,-122.204792006944 47.528026976587,-122.205464019377 47.5283890207591,-122.204839989326 47.5295829840932,-122.205689992561 47.5301119820828,-122.202365010388 47.5339069946954,-122.196129010677 47.5389209981696,-122.197016995646 47.5449429943847,-122.196481986904 47.5457359991093,-122.195409015862 47.5457520105089,-122.195068993841 47.5457599903003,-122.195111017288 47.5479859893831,-122.19088100241 47.5472680154245,-122.190883023267 47.5457850178279,-122.190871001763 47.5422230254875,-122.185612992849 47.5420870063159,-122.181153014892 47.5411560133803,-122.170776021612 47.5407359861785,-122.167523013012 47.5380889753741,-122.165718025651 47.5376999864517,-122.162921005132 47.5316740003409,-122.162352004552 47.5298790136274,-122.164287000332 47.5279380070946,-122.162429988877 47.5242090091199,-122.16592399754 47.5228460192953,-122.166535021567 47.5197400150349,-122.164377006161 47.5188079857628,-122.164538985563 47.516470995036,-122.164577019115 47.5149089767778,-122.16459800493 47.5139209853322,-122.164665004087 47.5069549901578,-122.164685989902 47.5038529757932,-122.164671999359 47.5029630217848,-122.164518984268 47.4984850115719,-122.164505978245 47.4980000060686,-122.164434989191 47.4963169955188,-122.164260988285 47.4915239908129,-122.164247982262 47.4911000255321,-122.164152017497 47.4839499769873,-122.164199999879 47.4776199815508,-122.164243992366 47.4765870130992,-122.161729995357 47.4762979788366,-122.162341019384 47.4734149942009,-122.157729010856 47.4735089899255,-122.155700019351 47.4714820192763,-122.159586022312 47.4697299887125,-122.164762005188 47.4715060104673,-122.168986009314 47.4730409803416,-122.169554025374 47.4773089769536,-122.17910697565 47.4776739746849,-122.179470004342 47.4770839882895,-122.180645002717 47.4774419907492,-122.185060003668 47.4768059910112)))"
